Timestamp,Total Water (Liters),Drinking (Liters),Cooking (Liters),Bathing (Liters),Washing Clothes (Liters),Dishwashing (Liters)
17-03-2024 12:00,146.07,4.32,7.27,76.66,46.02,10.59
17-03-2024 13:00,140.05,9.63,8.23,46.19,42.41,5.88
17-03-2024 14:00,164.64,5.03,8.16,64.85,28.58,15.78
17-03-2024 15:00,175.95,9.95,11.02,34.41,23.53,18.7
17-03-2024 16:00,122.97,6.05,8.49,44.28,45.45,5.19
17-03-2024 17:00,94.32,3.37,7,59.69,30.42,8.88
17-03-2024 18:00,87.49,9.09,8.95,32.17,25.25,13.54
17-03-2024 19:00,126.12,3.81,6.06,73.81,16.83,11.13
17-03-2024 20:00,130.84,5.04,6.77,44.29,14.44,14.9
17-03-2024 21:00,93.47,7.21,5.33,79.23,49.58,10.81
17-03-2024 22:00,111.54,2.28,10.44,40.23,21.9,5.92
17-03-2024 23:00,193.98,3.19,6.26,52.69,41.59,9.74
18-03-2024 00:00,177.27,3.09,6.92,51.17,14.92,16.39
18-03-2024 01:00,99.53,3.62,12.71,57.28,13.32,9.8
18-03-2024 02:00,188.08,4.61,5.6,74.36,33.37,15.39
18-03-2024 03:00,124.47,6.9,11.37,76.49,33.87,7.74
18-03-2024 04:00,53.44,8.93,7.09,72.34,24.08,14.43
18-03-2024 05:00,185.32,9.3,14.24,78.51,43.46,14.87
18-03-2024 06:00,105.79,6.07,14.37,59.83,39.69,15.88
18-03-2024 07:00,178.49,7.02,5.79,37.12,43.14,11.01
18-03-2024 08:00,130.65,8.07,14.28,48.63,34.3,6.12
18-03-2024 09:00,111.72,7.97,13.45,63.89,46.91,8.49
18-03-2024 10:00,82.95,6.56,10.62,75.66,45.06,5.78
18-03-2024 11:00,134.33,4.67,7.43,42.64,18.55,5.6
18-03-2024 12:00,100.62,6.38,13.28,49.65,35.64,13.89
18-03-2024 13:00,178.86,5.94,6.7,77.36,23.84,9.27
18-03-2024 14:00,69.83,9.59,7.08,56.73,46.67,10.83
18-03-2024 15:00,92.87,3.4,9.49,40.12,23.61,16.78
18-03-2024 16:00,174.6,9.47,13.19,46.78,21.3,7.94
18-03-2024 17:00,160.36,2.82,13.66,55.4,10.95,15.46
18-03-2024 18:00,130.61,8.3,14.75,45.1,10.12,13.08
18-03-2024 19:00,65.96,2.01,6.42,47.61,11.04,6.59
18-03-2024 20:00,194.67,5.06,12.68,77.44,20.35,8.32
18-03-2024 21:00,170.38,2.44,13.98,34.51,26.55,16.04
18-03-2024 22:00,119.02,5.89,7.03,35.72,44.95,15.81
18-03-2024 23:00,51.85,3.13,10.59,46.25,22.97,17.86
19-03-2024 00:00,66.54,9.67,12.3,48.77,27.23,9.09
19-03-2024 01:00,152.46,8.53,13.02,48.84,16.02,10.91
19-03-2024 02:00,71.21,9.19,13.43,69.43,23.26,9.27
19-03-2024 03:00,152.78,4.28,11.14,77.3,21.34,12.37
19-03-2024 04:00,99.04,4.87,7.61,41.41,37.24,14.56
19-03-2024 05:00,63.46,3.89,8.27,78.46,11.81,8.97
19-03-2024 06:00,66.1,8.49,6.76,47.45,15.3,7.95
19-03-2024 07:00,135.15,3.1,10.79,48.11,48.39,14.43
19-03-2024 08:00,57.72,4.53,7.4,62.42,19.89,8.25
19-03-2024 09:00,97.85,2.34,8.45,59.35,43.19,10.01
19-03-2024 10:00,149.13,2.91,14.27,65.78,45,18.85
19-03-2024 11:00,164.49,5.85,10.09,70.15,40.77,16.4
19-03-2024 12:00,66.46,7.37,5.58,43.93,22.14,14.33
19-03-2024 13:00,120.52,3.43,5.47,58.67,30.86,6.54
19-03-2024 14:00,154.01,6.01,10.18,77.72,15.41,5.57
19-03-2024 15:00,138.67,8.21,6.13,42,48.55,12.46
19-03-2024 16:00,55.35,4.25,12.53,74.89,48.62,19.1
19-03-2024 17:00,131.08,3.69,14.59,62.2,39.96,18.32
19-03-2024 18:00,57.15,3.95,10.22,63.88,33.52,9.74
19-03-2024 19:00,105.03,9.27,7.34,51.6,31.31,15.17
19-03-2024 20:00,116.19,7.43,12.24,30.4,16.17,19.69
19-03-2024 21:00,149.45,9.53,9.62,57.12,31.19,14.93
19-03-2024 22:00,98.53,5.38,10.5,38.76,10.93,15.2
19-03-2024 23:00,191.38,7.22,14.4,78.55,22.93,18.98
20-03-2024 00:00,93.52,5.55,6.04,32.6,27.51,14.18
20-03-2024 01:00,99.82,5.52,13.69,56.04,37.54,9.74
20-03-2024 02:00,159.35,5.1,5.2,35.85,17.47,8.86
20-03-2024 03:00,192.38,9.21,11.94,52.13,42.99,11.3
20-03-2024 04:00,165.51,8.67,14.5,61.63,14.62,9.84
20-03-2024 05:00,142.38,9.36,10.26,42.52,31.11,17.77
20-03-2024 06:00,117.88,6.75,11.87,68.8,39.74,8.39
20-03-2024 07:00,166.64,4.42,10.73,67.35,15.45,8.94
20-03-2024 08:00,161.91,3.29,6.59,62.82,38.61,11.53
20-03-2024 09:00,90.58,9.55,5.81,35.56,42.33,15.45
20-03-2024 10:00,94.31,8.2,8.92,31.16,45.94,17.22
20-03-2024 11:00,127.79,2.39,9.28,35.51,44.81,19.66
20-03-2024 12:00,96.2,6.38,11.41,58.87,48.13,14.36
20-03-2024 13:00,95.88,5.52,11.42,66.96,21.83,9.43
20-03-2024 14:00,97,8.85,10.77,63.26,31.31,9.99
20-03-2024 15:00,105.43,4.78,8.02,55.77,42.73,9.67
20-03-2024 16:00,183.35,9.88,13.78,74.85,13.69,14.54
20-03-2024 17:00,127.93,3.69,14.66,40.65,15.16,14.66
20-03-2024 18:00,94.07,9.44,14.24,79.15,47.53,12.27
20-03-2024 19:00,113.1,4.91,6.79,59.52,45.49,19.97
20-03-2024 20:00,192.88,8.43,6.51,46.97,31.65,14.95
20-03-2024 21:00,53.29,7.88,12.52,62.61,35.87,17.82
20-03-2024 22:00,104.37,4.22,5.84,50.03,19.83,6.74
20-03-2024 23:00,66.11,4.35,14,62.84,39.34,19.83
21-03-2024 00:00,121.1,8.14,9.04,42.13,18.24,16.96
21-03-2024 01:00,97.88,7.49,12.91,55.53,38.98,9.66
21-03-2024 02:00,178.5,7.51,6.95,35.76,27.46,5.21
21-03-2024 03:00,142.61,3.14,14.45,78.69,14.32,17.68
21-03-2024 04:00,78.22,9.99,11.73,34.69,27.89,8.15
21-03-2024 05:00,67.22,3.15,12.15,70.67,42.9,5.89
21-03-2024 06:00,81.56,5.99,11.83,36.2,13.56,7.87
21-03-2024 07:00,118.11,9.53,5.28,35.77,35.96,12.8
21-03-2024 08:00,148.37,5.5,11.82,72.18,34.62,19.92
21-03-2024 09:00,103.8,3.69,11.97,39.97,28.43,15.78
21-03-2024 10:00,104.24,9.04,10.89,56.86,35.59,18.72
21-03-2024 11:00,152.24,4.14,11.53,58.14,37.17,10.88
21-03-2024 12:00,112.39,4.38,6.38,41.42,32.63,7.43
21-03-2024 13:00,169.73,4.47,7.21,30.64,23.47,18.31
21-03-2024 14:00,84.2,3.88,12.17,52.48,45.09,14.38
21-03-2024 15:00,139.31,4.63,6.59,71.14,36.17,13.15
21-03-2024 16:00,136.35,6.82,8.53,58.34,17.49,5.92
21-03-2024 17:00,88.36,9.89,9.57,73.55,30.03,8.38
21-03-2024 18:00,119.3,6.63,11.85,58.13,28.17,14.36
21-03-2024 19:00,66.35,2.11,8.28,40.47,19.26,10.15
21-03-2024 20:00,139.07,6.51,6.71,63.27,40.61,14.08
21-03-2024 21:00,161.36,3.31,7.78,31.06,26.81,16.86
21-03-2024 22:00,199.28,4.19,9.52,34.49,18.04,19.74
21-03-2024 23:00,194.75,8.6,10.8,67.52,37.04,5.69
22-03-2024 00:00,69.44,3.52,7.39,47.56,35.73,12.75
22-03-2024 01:00,138.25,7.47,9.97,40.8,32.51,9.02
22-03-2024 02:00,115.98,7.25,7.42,68.02,25.08,6.03
22-03-2024 03:00,170.14,2.14,5.67,44.18,29.41,14.57
22-03-2024 04:00,143.8,3.27,8.02,69.91,25.34,11.86
22-03-2024 05:00,52.18,4.43,14.38,67.2,41.82,5.33
22-03-2024 06:00,180.94,5.85,13.57,37.38,12.42,19.13
22-03-2024 07:00,127.31,3.71,7.59,33.18,16.29,6.4
22-03-2024 08:00,103.26,8.9,7.86,41.92,44.66,8.31
22-03-2024 09:00,71.61,4.14,9.44,77.6,31.44,14.01
22-03-2024 10:00,69.58,3.67,10.15,51.87,41.07,12.36
22-03-2024 11:00,100.56,4.24,13.72,30.57,49.57,14.32
22-03-2024 12:00,116.28,9.3,5.44,78.19,13.78,16.77
22-03-2024 13:00,173.39,7.33,8.93,64.09,30.65,14.79
22-03-2024 14:00,167.81,6.14,6.14,69.79,12.52,9.83
22-03-2024 15:00,60.25,4.16,11.08,37.1,29.12,7.81
22-03-2024 16:00,199.41,8.91,6.84,38.19,23.34,7.98
22-03-2024 17:00,122.41,6.77,9.66,31.73,24.6,11.15
22-03-2024 18:00,69.86,5.1,13.88,39.87,19,13.33
22-03-2024 19:00,54.59,3.56,10.61,45.91,49.07,12.93
22-03-2024 20:00,74.11,6.78,14.99,73.26,29.66,15.71
22-03-2024 21:00,184.99,2.63,9.14,76.4,38.57,19.88
22-03-2024 22:00,151.67,7.28,11.48,79.15,30.83,11.99
22-03-2024 23:00,89.49,3.63,7.82,68.98,34.85,17.24
23-03-2024 00:00,159.69,4.5,6.04,75.2,20.4,15.83
23-03-2024 01:00,126.26,6.6,5.36,74.36,45.53,9.9
23-03-2024 02:00,136.26,3.93,12.07,40.31,20.7,13.04
23-03-2024 03:00,60.01,4.2,13.15,37.29,25.02,16.88
23-03-2024 04:00,80.49,5.47,5.34,68.18,43.8,5.15
23-03-2024 05:00,104.57,6.82,10.72,43.84,23.1,18.01
23-03-2024 06:00,130.35,7.02,7.3,35.79,30.21,17.76
23-03-2024 07:00,134.32,4.95,7.21,44.78,41.34,8.3
23-03-2024 08:00,168.77,9.11,9.92,30.1,35.95,5.41
23-03-2024 09:00,178.58,5.58,8.09,49.41,37.33,7.66
23-03-2024 10:00,100.28,5.23,9.55,73.01,40.92,8.28
23-03-2024 11:00,74.99,5.73,12.67,65.06,24.67,10.66
23-03-2024 12:00,173.86,6.77,13.7,71.07,40.68,19.84
23-03-2024 13:00,171.69,3.11,14.15,73.1,18.39,18.65
23-03-2024 14:00,151.98,5.25,13.47,61.71,48.36,13.12
23-03-2024 15:00,53.78,7.09,12.36,46.81,26.88,13.48
23-03-2024 16:00,69.77,7.05,14.65,48.3,16.33,18.37
23-03-2024 17:00,195.09,7.1,14.47,58.21,13.45,9.02
23-03-2024 18:00,126.93,4.95,7.01,79.45,49.73,18.8
23-03-2024 19:00,80.92,7.91,9.15,76.43,15.67,7.91
23-03-2024 20:00,161.4,3.5,11.61,37.25,46.78,13.59
23-03-2024 21:00,172.8,8.86,7.7,64.25,47.73,6.39
23-03-2024 22:00,120.94,3,13.63,45.37,32.25,11.88
23-03-2024 23:00,75.74,4.2,7.72,66.76,12.61,19.2
24-03-2024 00:00,180.9,5.45,14.59,66.72,22.16,10.01
24-03-2024 01:00,101.8,2.7,12.07,51.05,24.79,15.95
24-03-2024 02:00,73.05,5.72,12.88,33.55,34.7,10.69
24-03-2024 03:00,182.2,5.39,8.58,48.81,46.15,9.46
24-03-2024 04:00,151.99,2.67,13.07,31.23,17.71,14.29
24-03-2024 05:00,142.89,5.21,5.78,72.64,34.87,6.84
24-03-2024 06:00,133.85,4.96,8.43,34.53,17.83,17.44
24-03-2024 07:00,121.95,8.97,10.84,72.38,19.33,12.15
24-03-2024 08:00,177.51,6.72,12.56,73.94,49.92,17.37
24-03-2024 09:00,199.17,2.53,10.72,59.73,10.44,5.74
24-03-2024 10:00,164.39,4.95,11.64,61.91,23.09,6.34
24-03-2024 11:00,152.16,8.84,14.02,79.82,12.21,6.25
24-03-2024 12:00,83.63,8.39,13.17,63.83,16.86,13.47
24-03-2024 13:00,95.31,3.13,11.58,67.23,32.01,6.36
24-03-2024 14:00,60.42,6.33,14.56,66.32,40.26,15.29
24-03-2024 15:00,50.32,8.09,7.32,44.67,12.94,6.28
24-03-2024 16:00,192.18,4.7,6.57,54.79,17.02,18.63
24-03-2024 17:00,163.26,4.52,6.79,44.11,36.08,9.25
24-03-2024 18:00,100.74,3.17,10.35,66.28,21.62,18.47
24-03-2024 19:00,182.45,2.7,9.27,74.81,32.78,12.85
24-03-2024 20:00,199.89,5.69,6.02,56.33,38.83,7.56
24-03-2024 21:00,95.61,6.28,11.57,58.9,47.14,17.36
24-03-2024 22:00,85.92,8.96,9.99,61.04,33.25,8.6
24-03-2024 23:00,83.33,3.62,9.77,74.49,30.31,13.52
25-03-2024 00:00,108.98,4.42,10.22,72.36,30.01,7.36
25-03-2024 01:00,59.18,6.26,14.42,65.94,33.49,15.74
25-03-2024 02:00,175.3,5.12,9.98,44.71,38.25,9.14
25-03-2024 03:00,165.22,8.25,5.36,62.35,46.93,18.81
25-03-2024 04:00,110.69,6.29,8.83,62.01,29.88,15.57
25-03-2024 05:00,114.9,3.03,10.94,54.3,46.06,14.7
25-03-2024 06:00,173.99,7.2,13.68,47.06,49.77,15.52
25-03-2024 07:00,180.03,9.64,5.85,49.09,47.82,13.37
25-03-2024 08:00,165.65,9.52,11.61,56.95,33.19,17.8
25-03-2024 09:00,122.73,8.41,9.31,30.54,40.68,14.61
25-03-2024 10:00,61.64,2.48,9.05,47.88,36.72,13.37
25-03-2024 11:00,120.45,5.36,12.08,52.95,30.59,5.82
25-03-2024 12:00,186.89,4.47,10.04,51.21,32.45,9.14
25-03-2024 13:00,133.18,7.97,6.82,77.12,22.19,19.11
25-03-2024 14:00,151.37,2.89,13.54,34.71,24.65,15.06
25-03-2024 15:00,197.83,4.44,9.49,39.72,22.15,6.78
25-03-2024 16:00,72.41,5.25,9.26,61.28,38.12,9.78
25-03-2024 17:00,198.7,4.02,13.86,61.1,29.48,7.67
25-03-2024 18:00,130.23,3.14,10.72,34.04,21.4,9.83
25-03-2024 19:00,199.87,6.8,9.63,75.01,42.06,9.77
25-03-2024 20:00,70.67,9.51,14.86,38.22,48.39,9.78
25-03-2024 21:00,57.51,4.64,8.42,57.75,18.02,18.06
25-03-2024 22:00,109.34,3.55,8.36,74.39,20.42,11.2
25-03-2024 23:00,53.58,3.17,12.7,45.25,13.68,14.15
26-03-2024 00:00,67.43,3.21,5.9,74.55,28.11,8.88
26-03-2024 01:00,57.51,5.5,8.59,64.42,28.63,16.31
26-03-2024 02:00,123.44,6.71,13.75,78.67,34.05,15.1
26-03-2024 03:00,172.91,7.4,9.83,60.92,10.35,12.14
26-03-2024 04:00,96.51,8.01,12.28,47.8,20.67,10.24
26-03-2024 05:00,197.02,9.75,11.27,49.86,16.52,12.18
26-03-2024 06:00,121.14,3.6,14.88,55.5,21.44,7.19
26-03-2024 07:00,135.24,4.58,5.74,58.29,24.91,12.3
26-03-2024 08:00,101.75,8.47,6.26,47.07,49.94,10.24
26-03-2024 09:00,125.76,9.48,7.54,72.74,36.91,8.58
26-03-2024 10:00,103.3,6.23,5.34,30.2,12.46,11.22
26-03-2024 11:00,123.29,2.39,5.75,49.76,42.83,13.14
26-03-2024 12:00,162.12,2.11,9.53,41.66,22.26,14.04
26-03-2024 13:00,187.54,4.51,14.33,75,49.3,19.39
26-03-2024 14:00,192.01,7.31,9.82,57.24,41.41,6.76
26-03-2024 15:00,190.3,4.66,12.33,40.51,38.12,6.78
26-03-2024 16:00,82.39,5.68,10.84,68.04,17.26,17.5
26-03-2024 17:00,87.64,4.04,5.09,66.35,16.82,12.88
26-03-2024 18:00,101.31,5.34,10.11,75.95,26.65,8.58
26-03-2024 19:00,76.79,4.61,10.9,34.06,20.15,16.84
26-03-2024 20:00,183.05,6.25,10.37,48.47,24.77,19.55
26-03-2024 21:00,61.54,7.28,7.29,50.12,42.08,12.1
26-03-2024 22:00,186.86,3.51,9.52,51.79,39.68,19.1
26-03-2024 23:00,84.57,2.56,12.35,70.5,19.51,5.5
27-03-2024 00:00,99.94,4.91,6.27,78.62,27.25,17.76
27-03-2024 01:00,126.89,2.73,12.82,42.24,25.22,10.66
27-03-2024 02:00,160.38,3.36,11.38,39.11,32.29,11.76
27-03-2024 03:00,187.34,7.35,11.82,36.7,32.55,15.98
27-03-2024 04:00,194.21,7.22,10.02,58.51,38.53,17.45
27-03-2024 05:00,69.59,6.14,14.17,53.63,31.35,19.15
27-03-2024 06:00,156.45,8.23,8.19,48.1,28.73,12.22
27-03-2024 07:00,185.33,3.19,8.36,71.32,12.68,8.64
27-03-2024 08:00,81.49,9.93,6.64,33.91,28.84,12.73
27-03-2024 09:00,162.96,7.69,7.7,67.23,39.22,19.4
27-03-2024 10:00,129.79,2.12,8.98,77.71,15.85,11.72
27-03-2024 11:00,149.72,3.94,5.41,67.2,37.01,6.67
27-03-2024 12:00,116.31,9.34,5.73,69.78,47.98,16.51
27-03-2024 13:00,60.66,2.8,14.7,52.56,45.7,17.66
27-03-2024 14:00,90.14,6.2,13.34,57.63,10.03,14.77
27-03-2024 15:00,70.73,4.24,6.4,31.77,14.68,15.86
27-03-2024 16:00,95.44,5.73,8.84,33.59,10.9,9.72
27-03-2024 17:00,141.69,4.9,11.64,45.03,30.68,15.58
27-03-2024 18:00,61.3,5.64,11.78,63.82,17.34,10.86
27-03-2024 19:00,141.72,9.78,14.77,51.68,11.98,10.12
27-03-2024 20:00,98.44,9.56,12.98,60.04,27.92,6.78
27-03-2024 21:00,182.89,3.11,6.88,77.61,46.72,14.83
27-03-2024 22:00,77.21,2.73,11.76,66.83,45.21,8.36
27-03-2024 23:00,116.49,3.67,11.32,63.19,21.72,8.84
28-03-2024 00:00,100.93,2.05,5.41,66.6,18.01,9.25
28-03-2024 01:00,152.82,4.11,7.67,53.76,33.14,11.98
28-03-2024 02:00,122.06,5.06,8.51,72.64,40.12,12.02
28-03-2024 03:00,73.37,8.52,6.87,55.95,14.44,5.2
28-03-2024 04:00,108.06,7.9,14.66,39.75,43.96,15.72
28-03-2024 05:00,166.45,3.68,9.11,47.56,41.55,14.75
28-03-2024 06:00,118.54,9.05,12.79,37.27,32.19,19.79
28-03-2024 07:00,107.53,8.53,5.64,49.43,36.81,6.47
28-03-2024 08:00,166.43,5.63,8.93,49.64,44.96,18.38
28-03-2024 09:00,147.1,8.3,7.71,43.58,29.16,10.76
28-03-2024 10:00,88.65,8.65,12.55,64.44,22.12,10.07
28-03-2024 11:00,185.04,6.14,10.16,52.45,30.74,16.56
28-03-2024 12:00,112.9,8.27,8.73,75.85,49.16,6.73
28-03-2024 13:00,189.14,5.15,11.95,75.75,12.66,7.08
28-03-2024 14:00,101.37,6.41,5.88,67.68,29.79,6.48
28-03-2024 15:00,115.02,3.96,6.09,67.28,29.15,17.68
28-03-2024 16:00,122.5,2.05,10.01,45.59,21.45,7.59
28-03-2024 17:00,179.39,2.9,13.72,42.95,47.53,12.16
28-03-2024 18:00,93.51,8.24,6.3,76.85,36.81,6.79
28-03-2024 19:00,126.01,3.83,9.71,63.28,16.69,14.63
28-03-2024 20:00,190.81,8.18,14.81,52.18,24.51,16.42
28-03-2024 21:00,146.11,9.71,8.77,51.05,35.93,19.63
28-03-2024 22:00,160.38,3.91,13.72,36.77,38.08,7.51
28-03-2024 23:00,174.28,7.1,13.28,31.76,21.45,18.28
29-03-2024 00:00,191.52,6.24,13.54,55.22,23.25,18.1
29-03-2024 01:00,150.13,2.26,5.57,50.41,33.52,17.26
29-03-2024 02:00,102.08,3.3,6.33,57.24,20.89,17.64
29-03-2024 03:00,197.98,3.38,9.5,54.32,33.48,6.54
29-03-2024 04:00,176.16,2.42,14,39.7,32.73,5.25
29-03-2024 05:00,83.88,3.09,5.49,65.99,42.14,17.93
29-03-2024 06:00,191.87,3.37,7.34,71.35,38.16,19.72
29-03-2024 07:00,84.25,2.48,10.15,32.86,11.22,12.08
29-03-2024 08:00,121.2,3.36,10.8,38.07,11.32,17.76
29-03-2024 09:00,174.32,8.56,9.1,61.75,41.48,15.97
29-03-2024 10:00,159.06,2.48,13.8,60.78,16.22,14.5
29-03-2024 11:00,181.48,6.1,11.64,40.94,26.32,7.78
29-03-2024 12:00,108.23,9.39,6.86,49.89,26.68,10.18
29-03-2024 13:00,116.98,9.46,12.94,50.58,46.05,11.38
29-03-2024 14:00,144.92,6.3,9.23,30.23,30.97,11.77
29-03-2024 15:00,107.39,3.15,5.25,53.98,38.12,19.76
29-03-2024 16:00,105.46,7.28,8.9,76.02,44.31,11.2
29-03-2024 17:00,81.5,3.63,8.16,40.15,34.71,16.45
29-03-2024 18:00,193.65,3.36,14.92,45.55,41.92,13.51
29-03-2024 19:00,108.99,9.21,9.96,47.64,31.82,11.04
29-03-2024 20:00,65.71,2.44,11,37.41,47.48,14.37
29-03-2024 21:00,69.11,2.17,9.93,30.07,30.5,10.81
29-03-2024 22:00,57.54,3.27,11.73,33.99,25.12,14.5
29-03-2024 23:00,170.23,7.8,7.34,41.53,41.65,11.66
30-03-2024 00:00,80.66,4.8,14.91,66.78,12.24,15.6
30-03-2024 01:00,79.34,2.83,12.1,36.68,27.18,18.34
30-03-2024 02:00,141.47,8.9,7.52,36.12,36.16,13.5
30-03-2024 03:00,183.56,4.01,8.65,30.33,42.13,15.16
30-03-2024 04:00,188.96,7.47,7.4,47.48,27.5,7.11
30-03-2024 05:00,151.58,7.79,12.49,73.42,37.07,5.02
30-03-2024 06:00,68.09,3.85,12.43,31.45,17.86,10.55
30-03-2024 07:00,57.19,9.68,9.8,60.07,42.08,18.43
30-03-2024 08:00,177.05,3.52,6.59,75.34,18.86,12.6
30-03-2024 09:00,148.37,9.11,9.17,38.6,38.08,18.21
30-03-2024 10:00,61.99,9,12.5,70.87,36.07,14.24
30-03-2024 11:00,55.8,9.67,13.98,37.6,18.2,9.52
30-03-2024 12:00,119.13,7.36,14.66,30.35,37.29,16.38
30-03-2024 13:00,71.55,6.16,5.81,59.93,15.54,12.14
30-03-2024 14:00,156.82,7.74,12.01,52.66,15.07,15.09
30-03-2024 15:00,186.53,7.07,10.27,51.17,30.78,9.03
30-03-2024 16:00,121.34,7.26,14.64,46.12,25.27,9.11
30-03-2024 17:00,84.36,6.8,11.96,49.96,20.66,7.9
30-03-2024 18:00,54.01,8.41,11.38,69.5,27.95,10.5
30-03-2024 19:00,151.82,9.77,9.01,36.4,14.8,7.7
30-03-2024 20:00,121.1,2.87,9.06,70.84,20.48,17.6
30-03-2024 21:00,103.68,2.15,10.55,45.11,24.69,16.54
30-03-2024 22:00,151.22,5.33,6.9,50.22,20.23,19.1
30-03-2024 23:00,118.67,8.78,13.82,79.71,11.55,10.71
